customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
4,122,clinic plus,2023-06-27,4,1.5,4,6.0
14,123,quaker oats,2023-05-20,8,212,5,1060
6,123,maida,2023-04-25,9,20,9,180
16,121,refined oil,2023-07-20,2,110,7,770
15,123,besan,2023-05-17,8,52,10,520
4,122,sugar,2023-08-18,5,50,10,500
12,123,sugar,2023-05-19,7,50,7,350
19,123,sugar,2023-05-17,8,50,7,350
7,122,quaker oats,2023-03-09,4,212,2,424
9,121,sugar,2023-06-28,3,50,6,300
14,122,clinic plus,2023-03-15,4,1.5,8,12.0
8,121,nutrella,2023-05-24,1,40,5,200
14,123,maida,2023-05-15,9,20,4,80
9,122,besan,2023-06-05,5,52,5,260
14,121,clinic plus,2023-08-02,3,1.5,5,7.5
1,122,nutrella,2023-03-17,5,40,10,400
10,121,maida,2023-04-28,2,20,6,120
9,121,quaker oats,2023-05-18,2,212,6,1272
2,123,quaker oats,2023-04-10,8,212,5,1060
11,122,besan,2023-04-17,6,52,3,156
18,122,besan,2023-06-29,6,52,3,156
12,122,dantkanti,2023-07-13,5,100,10,1000
5,123,quaker oats,2023-03-28,8,212,2,424
13,121,refined oil,2023-04-23,1,110,4,440
3,121,clinic plus,2023-03-27,1,1.5,3,4.5
20,123,quaker oats,2023-06-23,7,212,1,212
18,123,dantkanti,2023-04-23,8,100,6,600
7,122,quaker oats,2023-04-28,6,212,2,424
14,123,sugar,2023-05-11,7,50,8,400
12,122,nutrella,2023-07-18,4,40,10,400
9,122,maida,2023-07-30,4,20,1,20
18,123,maida,2023-03-29,7,20,1,20
14,122,clinic plus,2023-04-22,6,1.5,2,3.0
19,122,maida,2023-05-08,6,20,3,60
3,122,quaker oats,2023-03-18,5,212,4,848
19,123,besan,2023-07-09,8,52,5,260
1,123,maida,2023-07-25,9,20,7,140
19,121,maida,2023-08-07,3,20,3,60
20,121,quaker oats,2023-05-18,3,212,10,2120
15,123,refined oil,2023-08-01,8,110,4,440
20,123,besan,2023-05-16,7,52,6,312
6,122,maida,2023-08-15,6,20,2,40
18,123,maida,2023-04-27,7,20,8,160
8,122,sugar,2023-08-16,6,50,3,150
6,121,besan,2023-05-14,1,52,4,208
13,121,quaker oats,2023-08-15,1,212,9,1908
20,122,maida,2023-04-18,6,20,9,180
16,121,besan,2023-07-31,2,52,1,52
15,121,sugar,2023-04-03,1,50,9,450
17,121,clinic plus,2023-04-21,1,1.5,4,6.0
13,123,maida,2023-05-04,8,20,5,100
6,121,sugar,2023-04-13,3,50,3,150
12,122,clinic plus,2023-06-03,4,1.5,8,12.0
14,121,nutrella,2023-07-14,1,40,1,40
3,123,besan,2023-05-12,8,52,8,416
11,122,nutrella,2023-04-16,4,40,9,360
6,121,quaker oats,2023-06-27,2,212,10,2120
15,123,maida,2023-05-13,7,20,7,140
12,121,quaker oats,2023-07-03,3,212,2,424
4,121,dantkanti,2023-04-26,1,100,10,1000
3,122,sugar,2023-05-24,6,50,9,450
10,121,dantkanti,2023-08-13,1,100,8,800
16,123,maida,2023-05-21,8,20,5,100
6,123,quaker oats,2023-06-01,9,212,6,1272
7,121,sugar,2023-07-08,2,50,4,200
11,121,clinic plus,2023-08-13,3,1.5,6,9.0
8,122,besan,2023-06-19,5,52,4,208
6,122,sugar,2023-04-29,5,50,6,300
9,123,sugar,2023-05-27,8,50,7,350
5,123,quaker oats,2023-06-14,8,212,9,1908
18,123,besan,2023-06-17,7,52,6,312
8,123,refined oil,2023-04-03,9,110,6,660
19,121,besan,2023-04-24,3,52,5,260
13,121,maida,2023-08-17,1,20,9,180
3,121,sugar,2023-08-12,3,50,8,400
6,122,sugar,2023-06-08,5,50,10,500
10,122,maida,2023-03-17,5,20,4,80
13,123,dantkanti,2023-07-03,7,100,3,300
16,121,maida,2023-06-13,3,20,1,20
18,123,besan,2023-06-27,7,52,3,156
16,123,refined oil,2023-06-01,8,110,5,550
17,122,refined oil,2023-06-29,6,110,9,990
13,123,dantkanti,2023-07-25,8,100,9,900
1,123,quaker oats,2023-05-04,8,212,2,424
7,122,dantkanti,2023-03-28,5,100,3,300
7,123,nutrella,2023-06-04,8,40,10,400
5,121,dantkanti,2023-08-09,2,100,7,700
8,122,sugar,2023-05-13,5,50,10,500
13,123,sugar,2023-06-27,9,50,6,300
8,123,sugar,2023-08-20,7,50,8,400
15,121,nutrella,2023-03-09,1,40,5,200
16,122,clinic plus,2023-07-31,4,1.5,10,15.0
9,123,nutrella,2023-08-15,8,40,5,200
7,121,quaker oats,2023-05-03,3,212,9,1908
16,123,nutrella,2023-08-07,8,40,5,200
17,121,maida,2023-05-05,3,20,10,200
5,123,refined oil,2023-07-26,8,110,3,330
9,121,refined oil,2023-04-01,1,110,9,990
4,123,clinic plus,2023-04-11,7,1.5,5,7.5
4,122,besan,2023-06-27,6,52,1,52
3,122,nutrella,2023-04-24,4,40,1,40
9,123,maida,2023-03-30,9,20,1,20
20,123,refined oil,2023-05-18,9,110,9,990
1,122,refined oil,2023-08-19,6,110,7,770
14,123,maida,2023-04-25,9,20,2,40
18,123,nutrella,2023-03-31,7,40,2,80
17,121,nutrella,2023-08-14,2,40,3,120
12,123,refined oil,2023-07-01,7,110,5,550
19,122,sugar,2023-07-08,4,50,9,450
5,122,maida,2023-06-12,5,20,2,40
16,121,sugar,2023-05-06,2,50,8,400
3,121,dantkanti,2023-08-18,2,100,3,300
4,123,nutrella,2023-07-13,9,40,8,320
6,122,sugar,2023-05-28,4,50,8,400
5,123,sugar,2023-06-04,8,50,5,250
17,123,quaker oats,2023-06-23,7,212,10,2120
15,122,sugar,2023-04-09,4,50,9,450
3,121,maida,2023-08-19,3,20,8,160
16,123,besan,2023-05-22,7,52,5,260
13,122,besan,2023-05-21,6,52,3,156
12,121,nutrella,2023-06-06,1,40,6,240
20,121,maida,2023-08-13,3,20,2,40
18,121,besan,2023-03-18,2,52,3,156
15,123,dantkanti,2023-03-06,8,100,4,400
17,122,besan,2023-08-09,6,52,9,468
3,123,sugar,2023-07-27,7,50,6,300
8,121,quaker oats,2023-06-15,3,212,9,1908
10,121,quaker oats,2023-05-11,1,212,4,848
8,122,refined oil,2023-06-24,6,110,2,220
16,121,quaker oats,2023-08-04,1,212,4,848
8,121,besan,2023-05-07,3,52,7,364
15,123,sugar,2023-05-25,8,50,5,250
16,123,nutrella,2023-08-14,9,40,1,40
6,122,nutrella,2023-03-18,5,40,6,240
2,122,sugar,2023-08-17,5,50,8,400
6,121,refined oil,2023-06-15,3,110,3,330
19,122,sugar,2023-05-11,4,50,6,300
11,122,maida,2023-06-09,4,20,3,60
1,121,nutrella,2023-06-18,1,40,8,320
2,122,besan,2023-04-06,4,52,1,52
7,122,nutrella,2023-04-07,5,40,7,280
9,123,sugar,2023-05-24,7,50,8,400
7,122,quaker oats,2023-03-09,6,212,6,1272
15,123,sugar,2023-06-18,8,50,7,350
1,121,refined oil,2023-06-21,1,110,9,990
3,121,besan,2023-06-25,1,52,8,416
8,122,nutrella,2023-06-03,4,40,6,240
10,123,sugar,2023-06-05,9,50,7,350
20,123,refined oil,2023-08-02,8,110,2,220
16,121,clinic plus,2023-04-01,1,1.5,6,9.0
7,123,clinic plus,2023-04-05,9,1.5,6,9.0
13,123,sugar,2023-07-21,8,50,4,200
5,121,quaker oats,2023-04-03,3,212,2,424
15,122,quaker oats,2023-07-12,4,212,4,848
6,123,refined oil,2023-04-23,7,110,2,220
10,121,nutrella,2023-07-15,1,40,8,320
9,121,refined oil,2023-06-26,1,110,8,880
9,121,besan,2023-06-20,3,52,10,520
6,122,besan,2023-04-01,4,52,4,208
7,122,nutrella,2023-06-20,5,40,10,400
4,122,besan,2023-08-07,5,52,8,416
20,122,quaker oats,2023-06-26,5,212,3,636
2,123,clinic plus,2023-06-28,8,1.5,4,6.0
19,122,nutrella,2023-03-05,5,40,1,40
19,121,refined oil,2023-03-21,2,110,4,440
19,123,dantkanti,2023-07-03,8,100,4,400
6,123,refined oil,2023-06-26,9,110,2,220
11,123,maida,2023-04-03,7,20,2,40
6,122,maida,2023-03-22,5,20,4,80
12,123,dantkanti,2023-03-31,7,100,3,300
10,123,refined oil,2023-08-09,7,110,6,660
3,121,clinic plus,2023-07-05,2,1.5,7,10.5
12,121,refined oil,2023-07-31,1,110,1,110
4,121,clinic plus,2023-07-23,2,1.5,9,13.5
10,121,refined oil,2023-08-13,2,110,10,1100
9,121,clinic plus,2023-03-19,1,1.5,7,10.5
17,123,dantkanti,2023-04-11,9,100,8,800
3,122,refined oil,2023-05-14,5,110,3,330
15,121,dantkanti,2023-04-29,3,100,5,500
18,123,clinic plus,2023-08-16,9,1.5,3,4.5
6,122,sugar,2023-04-21,4,50,5,250
19,122,maida,2023-03-17,6,20,4,80
6,123,besan,2023-06-02,9,52,8,416
17,121,sugar,2023-07-23,1,50,3,150
18,123,quaker oats,2023-05-25,7,212,2,424
16,121,quaker oats,2023-05-10,1,212,4,848
8,121,nutrella,2023-08-17,1,40,1,40
18,121,sugar,2023-06-24,2,50,2,100
9,122,besan,2023-05-07,5,52,2,104
11,123,sugar,2023-05-30,9,50,3,150
2,122,refined oil,2023-08-13,4,110,8,880
7,122,refined oil,2023-03-14,5,110,6,660
2,123,quaker oats,2023-04-22,8,212,1,212
20,123,nutrella,2023-07-23,9,40,6,240
13,123,nutrella,2023-07-27,8,40,4,160
20,123,quaker oats,2023-03-22,8,212,1,212
10,122,nutrella,2023-07-22,5,40,4,160
6,123,sugar,2023-08-13,7,50,3,150
18,122,nutrella,2023-04-27,5,40,8,320
4,121,refined oil,2023-07-24,3,110,10,1100
8,122,maida,2023-06-08,4,20,10,200
16,122,besan,2023-05-20,4,52,8,416
13,121,besan,2023-06-02,1,52,10,520
20,121,quaker oats,2023-07-28,3,212,2,424
16,123,quaker oats,2023-06-22,7,212,4,848
18,122,nutrella,2023-03-10,5,40,1,40
3,123,dantkanti,2023-05-25,9,100,10,1000
19,123,quaker oats,2023-06-10,7,212,1,212
18,121,refined oil,2023-05-04,2,110,8,880
20,121,refined oil,2023-06-11,1,110,5,550
1,122,refined oil,2023-04-15,4,110,9,990
3,122,nutrella,2023-07-16,5,40,8,320
8,122,refined oil,2023-05-11,4,110,4,440
14,123,besan,2023-08-14,8,52,5,260
12,122,refined oil,2023-08-05,4,110,6,660
2,121,dantkanti,2023-04-07,2,100,6,600
2,121,nutrella,2023-03-10,2,40,1,40
7,123,refined oil,2023-06-02,7,110,6,660
10,121,refined oil,2023-07-27,1,110,3,330
11,121,maida,2023-05-30,1,20,7,140
1,122,besan,2023-04-19,5,52,1,52
10,121,clinic plus,2023-07-11,3,1.5,6,9.0
17,121,quaker oats,2023-06-25,1,212,7,1484
1,122,maida,2023-04-08,5,20,7,140
16,122,clinic plus,2023-04-17,6,1.5,9,13.5
15,123,refined oil,2023-03-05,8,110,7,770
17,121,quaker oats,2023-04-20,3,212,3,636
17,122,sugar,2023-07-21,6,50,2,100
14,122,clinic plus,2023-04-12,4,1.5,8,12.0
10,122,nutrella,2023-06-23,6,40,4,160
18,121,maida,2023-03-15,3,20,9,180
13,123,refined oil,2023-05-27,9,110,5,550
5,121,refined oil,2023-07-02,3,110,2,220
2,122,maida,2023-06-13,5,20,1,20
13,121,besan,2023-04-10,2,52,2,104
18,122,clinic plus,2023-07-15,4,1.5,4,6.0
4,122,quaker oats,2023-07-04,6,212,7,1484
8,122,maida,2023-03-25,5,20,9,180
9,123,sugar,2023-05-02,8,50,3,150
18,123,nutrella,2023-07-01,8,40,7,280
9,121,besan,2023-05-28,3,52,4,208
7,122,besan,2023-05-30,5,52,8,416
3,123,nutrella,2023-05-23,8,40,10,400
11,121,besan,2023-06-03,3,52,8,416
17,123,maida,2023-04-20,7,20,3,60
19,122,besan,2023-07-08,4,52,1,52
13,122,refined oil,2023-04-25,6,110,1,110
9,123,refined oil,2023-04-18,7,110,6,660
16,123,quaker oats,2023-03-04,9,212,6,1272
13,122,quaker oats,2023-06-18,4,212,3,636
16,121,besan,2023-07-08,2,52,1,52
16,123,nutrella,2023-07-14,8,40,8,320
14,121,nutrella,2023-05-17,1,40,4,160
20,123,quaker oats,2023-06-11,8,212,2,424
4,123,dantkanti,2023-08-13,7,100,2,200
2,121,sugar,2023-05-21,2,50,3,150
1,121,quaker oats,2023-06-18,1,212,6,1272
8,122,maida,2023-06-06,6,20,2,40
12,122,refined oil,2023-08-01,6,110,1,110
5,121,quaker oats,2023-06-06,3,212,9,1908
11,123,nutrella,2023-06-23,7,40,1,40
17,122,refined oil,2023-05-11,5,110,5,550
3,122,besan,2023-04-08,6,52,7,364
2,122,nutrella,2023-07-04,4,40,4,160
1,122,sugar,2023-06-28,5,50,6,300
20,123,nutrella,2023-07-23,8,40,4,160
10,121,besan,2023-07-10,2,52,6,312
9,121,besan,2023-06-18,2,52,4,208
11,123,dantkanti,2023-04-09,8,100,5,500
8,122,maida,2023-07-27,4,20,3,60
14,121,besan,2023-04-23,1,52,1,52
10,122,nutrella,2023-05-28,6,40,5,200
8,122,quaker oats,2023-03-13,4,212,5,1060
9,121,quaker oats,2023-03-29,2,212,3,636
15,121,dantkanti,2023-07-27,1,100,3,300
7,123,refined oil,2023-05-01,8,110,5,550
10,121,dantkanti,2023-04-04,2,100,9,900
1,121,clinic plus,2023-07-31,3,1.5,10,15.0
8,121,sugar,2023-06-17,3,50,8,400
6,122,nutrella,2023-06-21,5,40,8,320
20,123,nutrella,2023-06-01,7,40,5,200
15,122,clinic plus,2023-06-18,4,1.5,5,7.5
10,122,besan,2023-05-12,5,52,8,416
2,123,maida,2023-06-16,8,20,10,200
20,122,maida,2023-07-30,5,20,5,100
14,121,quaker oats,2023-03-30,3,212,5,1060
5,123,maida,2023-07-04,8,20,10,200
14,121,besan,2023-07-09,2,52,1,52
18,123,nutrella,2023-05-05,9,40,3,120
18,121,sugar,2023-07-27,2,50,10,500
11,122,besan,2023-06-22,5,52,10,520
7,121,refined oil,2023-08-15,3,110,8,880
5,121,nutrella,2023-03-15,2,40,2,80
17,121,refined oil,2023-07-01,3,110,8,880
19,122,nutrella,2023-03-19,6,40,10,400
16,123,maida,2023-08-15,8,20,6,120
20,121,quaker oats,2023-07-12,3,212,2,424
3,122,refined oil,2023-06-16,4,110,4,440
2,122,sugar,2023-07-23,5,50,9,450
13,123,nutrella,2023-03-16,9,40,7,280
15,121,maida,2023-04-22,3,20,10,200
5,123,maida,2023-05-13,7,20,7,140
11,121,refined oil,2023-06-30,2,110,3,330
11,121,refined oil,2023-03-25,1,110,9,990
19,121,nutrella,2023-05-20,3,40,10,400
8,123,maida,2023-05-24,7,20,3,60
15,123,nutrella,2023-03-12,9,40,6,240
6,122,clinic plus,2023-07-09,5,1.5,7,10.5
6,123,clinic plus,2023-03-18,9,1.5,6,9.0
2,123,nutrella,2023-03-20,8,40,3,120
10,121,refined oil,2023-07-02,2,110,9,990
19,122,quaker oats,2023-08-15,5,212,2,424
6,123,quaker oats,2023-08-11,9,212,1,212
1,122,besan,2023-03-14,4,52,1,52
17,122,besan,2023-06-04,5,52,7,364
11,121,maida,2023-05-28,2,20,8,160
1,123,sugar,2023-08-20,9,50,1,50
9,123,maida,2023-05-03,8,20,10,200
2,123,besan,2023-04-25,7,52,8,416
5,123,dantkanti,2023-04-29,7,100,9,900
4,121,quaker oats,2023-03-13,2,212,8,1696
17,122,sugar,2023-04-11,4,50,10,500
20,121,dantkanti,2023-07-08,2,100,6,600
15,123,besan,2023-08-05,7,52,10,520
1,123,nutrella,2023-03-20,7,40,1,40
9,122,besan,2023-08-06,6,52,2,104
1,123,nutrella,2023-03-25,9,40,3,120
7,122,refined oil,2023-07-30,4,110,5,550
19,122,dantkanti,2023-06-02,5,100,7,700
14,121,quaker oats,2023-06-26,2,212,7,1484
10,123,quaker oats,2023-07-26,9,212,2,424
11,122,quaker oats,2023-07-03,5,212,8,1696
14,122,nutrella,2023-06-02,4,40,5,200
1,121,sugar,2023-07-06,1,50,6,300
14,121,besan,2023-08-04,2,52,3,156
